latitude,longitude
41.0482495246827,-100.744354267694
38.0299922722466,-92.7651190685464
40.7632010212637,-122.041851539842
45.5915282805409,-118.739753495708
38.6429481191588,-90.444092022045
43.0395244974881,-108.624655565238
38.5640883619151,-94.8382643639771
46.0,25.0
52.92755,4.7864
51.81171,-3.8879
-26.53,-56.0
51.96732,-4.24382
53.00487,-4.29579
51.7532,-3.83475
52.35314,-3.35439
43.90273,3.75729
48.8626,2.39673
55.63953,-2.359
53.63118,-1.56218
50.68641,-4.0894
51.79737,-3.57985
53.48763,-2.13711
54.52612,-0.9972
54.43854,-7.88593
52.7896,-4.53509
37.17168,-7.47936
40.06453,-8.58958
0.0,0.0
52.12269,4.72084
50.81981,5.74904
52.097,6.12528
51.8937,4.7774
43.149,140.961
51.60954,4.73034
52.99147,6.69012
51.88463,4.57142
51.94547,4.67998
52.65932,6.51014
51.81026,4.86597
0.0,0.0
48.2352,5.28564
47.9007,3.42322
52.52348,6.44074
53.19949,6.74143
52.18333,4.3829
41.2915,-6.4728
50.051,3.7672
-28.589095023998,153.349793
51.71968,-2.60215
-28.52425502389034,152.330099
-23.76,-45.409722
-13.05833,138.79166
51.5981,-0.41326
64.689793,12.282521
50.1,6.0
52.7785,5.94296
53.42921,6.64343
41.63884542855185,-3.471226494607863
43.16887776151733,-3.6412600215779114
42.03885435596746,-3.4512337928986074
42.338858397666286,-3.6912443579990146
50.924954,11.958224
52.924989,13.208257
-29.333333,-49.838333
51.43087,-2.78534
54.9459,-2.03978
48.12658,-0.02487
38.66881598120068,-0.5011159615085986
51.545375,4.192299
43.128880440704975,-3.3112526579739936
42.558897334530734,-0.5011845511765832
42.66891897469704,1.3488519356182518
42.30891817872275,2.088874260875313
40.90882514894919,-3.921221472788818
40.86882421162908,-3.931220922896365
40.948827689915284,-3.7612191371321324
40.758868684616694,0.5688702914783962
-44.0307,168.429
40.868869603893124,0.428865503155887
40.758867471585646,0.44886784080108016
40.57886498833622,0.5788736282174725
40.758868684616694,0.5688702914783962
40.74886584247269,0.30886516179473933
40.6688667820191,0.5688718607820117
40.72886572365514,0.3388661230587298
40.768867076050775,0.3888664417631745
40.658862930448834,0.20886470251170913
34.7822,134.72307
42.657005,-1.921517
27.88853212856502,-15.761221901732466
53.75505,-2.74463
53.73743,-2.68368
50.21,10.11
52.81567,6.48537
38.481471,-105.39954
52.05642,6.48797
16.066667,-90.266667
51.374963,12.374905
-27.129139,153.364139
53.88123,-2.68603
49.274915,9.624822
-13.235833,49.753611
47.574912,11.37488
54.224973,10.708179
52.174989,14.291627
51.424973,12.87492
51.724982,14.041621
-35.43,149.78
53.092,-2.22543
55.7529,-4.94945
57.16299,-3.28715
52.62822,-2.49636
24.369586,114.488708
53.17533,-0.72974
52.82251,-2.07564
69.359705,19.361749
52.64272,-2.07533
-34.7871780335256,150.405437
-33.53548903178742,151.076605
52.9124,-1.92709
56.59367,-5.37885
22.696199,113.938254
56.26618,-5.07851
-4.18333,142.733
-3.66667,139.0
-16.2833,145.0667
17.8,-96.117
51.548322,-0.271231
5.95951,8.7844
-33.33150003149239,150.064389
64.815,-15.486
52.18127,-0.31945
25.869611,102.593465
-22.4761,143.1644
53.35997,-1.3253
45.15534,5.87303
-24.333523,-65.624404
44.436411,88.461993
16.95,-99.833328
-36.26452803539559,149.637174
-37.12729103638397,149.96731100000002
-30.977924027895746,151.969571
-34.31509203288528,150.917832
-35.28176603417508,150.16785499999997
-35.04842903387148,150.667844
-32.03175202954584,151.401133
-33.71509003204457,151.067822
-30.015076026345145,153.18441
-29.298412025171288,152.967743
-32.86509703080666,150.301158
-33.573145031841534,151.17226299999996
-32.91508403088086,151.751136
-32.781785030682585,146.684547
-33.61510003190171,150.267834
53.00211,-2.22497
-17.2833,145.4333
52.10318,-2.19121
-33.34842003151697,151.501145
-36.03178403511534,148.534562
1.15,-77.983333
52.37297,-2.13362
-34.99580003380229,150.7045
52.73243,-1.7793
19.7635373826221,-88.0853305424965
51.32152,-0.47521
10.63041,104.01739
4.828533,-74.014989
60.665376,5.753213
60.610695,5.833664
48.21728,16.38214
5.847994,-73.121433
5.849778,-73.129528
5.8525,-73.140917
53.09219,-2.07611
52.55282,-2.07517
53.09219,-2.07611
-36.57698203576289,149.312826
-40.36140003929555,148.0875
-8.901667,-37.823889
-24.133333,-54.5
57.839,-6.915
53.09162,-2.37475
-12.5,-41.45
-0.39,100.330833
51.44038,-0.55902
-33.70032703202354,151.093975
-31.49629502871442,151.46422900000002
-33.74363503208522,151.03981
-33.413092031610766,151.286961
-29.131707024896404,150.617785
-33.56327403182736,151.04308499999996
-33.303546031451724,150.845457
-33.55121603181003,146.800856
-33.55121603181003,146.800856
-33.65095903195304,151.068001
-32.83505103076196,151.46032399999999
-33.641852031940026,151.045133
-31.51616902874556,152.77114000000003
-37.04093203628872,149.351973
-35.36574503428309,150.357332
-35.823668034860034,150.143024
-35.79645503482633,149.68135
-36.35535803550345,150.012288
-34.775281033509714,150.39707
-35.59646503457635,148.249368
-34.25178403279797,150.924566
-34.25178403279797,150.924566
-36.80242003602136,149.60284199999998
-36.92268703615698,149.896505
-36.7609160359742,149.841126
-35.86540303491157,148.21501
-35.34999203426286,149.631517
-35.46302303440736,149.573058
-28.92329802455195,152.183925
-28.453299023772452,152.671981
-28.844298024421168,152.308376
-28.830145024397726,152.277207
-28.808468024361815,152.194864
-33.472162031696165,145.59567699999997
-37.10491703635938,149.861808
-31.774114029147714,152.153042
-34.550526033207035,150.408976
-29.822562026031232,152.446691
-29.765186025937446,152.782066
-8.17,-78.92
62.478152,8.641155
41.8319,-72.0206
-29.817476026022913,152.651265
-29.70911402584572,152.627863
-28.993178024667536,153.149167
-28.67148502413472,152.945377
-32.36365903005315,152.089131
-29.613049025688355,150.706212
-29.695263025823046,150.60252
-29.662175025768867,150.566442
-29.490338025487,152.565326
17.833333,-99.590556
17.150278,-92.876111
21.191667,-99.575
18.782722,-91.489583
37.1933389489747,-107.046923908098
-26.48444,-51.99056
46.633,-61.017
33.1894733316322,-96.5740314213836
38.6429481191588,-90.444092022045
45.4463487122404,-84.5014837007628
42.8518552115798,-77.3000051182791
39.0620182538563,-90.9608325175137
41.38625,-79.78418
31.5998338995825,-92.5585456585041
39.6668337307801,-121.599804233639
25.4019496251376,-81.0652054121464
36.326642099,-77.447153447
37.1589161313437,-91.400825852045
35.81,-75.86
25.4019496251376,-81.0652054121464
34.654172,-80.15629
38.6609001273502,-75.397958098593
38.7847267563001,-90.6735965112299
36.2200617956785,-118.801471322208
34.83,-76.58
33.949223,-81.232319
37.8124453600211,-90.4737345606495
37.8800924692748,-91.7931007661717
37.7899884027595,-78.8875403907424
18.2833333333333,-91.9
-12.48333,-69.05
-22.9375,-42.902222
39.6668337307801,-121.599804233639
43.9708126912653,-69.8589504592922
36.6829915510564,-79.8741575228927
30.7885393203641,-88.2065209783992
38.9912645751758,-92.3107911716111
-6.86666,-78.11666
0.96666,-78.6
32.2638128919164,-89.9476837966626
40.0940388150253,-95.2150756173898
0.816667,-63.316667
37.965674,-108.378575
-3.8,-73.35
36.0777667347982,-96.9772415745248
30.8809930213196,-91.4209827611754
37.9435623550324,-93.3202817706519
-23.76,-45.4097
40.9198718548422,-77.8189963852693
-3.46666,-72.83333
37.3844813842296,-89.6857465525309
37.1700507209872,-94.8461446020849
-7.16666,37.66666
42.2493809157682,-73.6330983696836
3.93333,-77.13333
40.1771940666562,-98.9538136443962
36.9421877582021,-90.9626031633469
35.5508355832862,-97.4090316582996
-12.95333,-68.87666
32.888847,-80.672583
-12.8333333,-69.2
36.2711038122075,-90.0910846074925
33.1954557404322,-79.9510166425232
37.8124453600211,-90.4737345606495
41.2341600032893,-77.6370948785607
40.1141651271643,-93.5666951960539
42.3832901779014,-93.2412566173445
27.8833333,-110.9333333
40.4705903157381,-92.5233918094838
29.0567563971684,-81.1836247707748
41.7231192788376,-111.741778414306
33.6103554373728,-110.332497272932
38.612335,-120.564384
8.89583,-79.58111
-0.46666,-77.73333
38.6379795257055,-90.2452505629043
38.78118,-123.388052
31.054786,-82.551637
16.18638,107.84916
41.7231192788376,-111.741778414306
31.5289,-110.0094
44.279047,-109.763888
-22,-42.05
20.1022222222222,-88.54
45.017847,-111.822634
40.98586,-86.241527
38.745551,-83.755356
49.1666667,-123.1
36.036135801223,-78.8768021016317
35.924758584,-82.893881514
40.238633,-122.340847
35.991948595,-79.034381727
29.9130483816384,-90.3575213469236
37.44,-87.94
40.428189,-105.697376
34.978321867,-83.125350856
28.61,-82.5
41.64361,-118.63056
42.54596,-111.118017
18.85,-96.7166666666667
33.822551238,-80.817276971
34.3205515458553,-118.227158992156
43.192572,-123.767374
36.093988078,-81.793844357
45.26,-110.46
38.12111111,-108.85888889
14.7566667,-87.6086111
19,109
42.799173,-123.386964
35.098303854,-82.889606976
-2.883333,-59.966667
44.356532,-89.199836
1.41666,28.58333
36.123097518,-81.822141161
32.0987666284117,-111.786588595292
-23.3811,-45.0792
35.332649314,-83.121879799
46.7775,-71.269167
40.040841228189,-111.047537752842
37.4325636069217,-93.8512396777621
-17.4619444,-66.3836111
3.83,-51.84
30.37395,-86.2940666666667
46.407859,-91.643123
48.852248964,-113.598554078
46.389527,-91.50575
46.176412,-91.749139
-20.8197,-49.3794
14.2,-87.1
23.6333333333333,-108.1
36.563336,-94.568129
42.18877,-77.444287
37.768444,-80.91853
41.591733,-90.962282
-2.6185037,-60.2098673
8.9269445,-79.6227778
8.625,-80.13333
31.8,-89.65
38.05,-94.03
28.73845,-81.4963166666667
10.3,-84.8
51.21666,88.03333
-5.64433537,104.4828133
7,-63.15
44.582935,-113.521399
37.6088961070018,-91.5062159384351
40.1351472,-106.3973417
36.055467202,-79.564497057
45.418458,-110.036842
37.2042036495458,-94.3415710004452
48.418933,-120.536437
-1.66666,-78.55
47.242445,-113.7094
35.991948595,-79.034381727
36,-81.8
46.235584,-110.345415
35.904669184,-78.547411329
18.347197,-66.9856
31.501756,-111.214047
46.265163,-113.079699
45.727739,-112.931019
42.3703652005491,-73.2076736901836
40.48565,-75.20532
35.252836,-86.556291
11.04166,-84.46666
34.18426,-89.048469
35.939672,-86.182225
-20.838056,-40.721667
-12.9725,-41.3341667
38.146587,-82.095847
36.394398104,-81.554143471
14.92583,-90.00333
10.75,-83.98333
6.25,-76.83333
-16.53333,49.71666
-12.5998,-69.0149
-3.90833,-78.42777
45.27674,-62.38674
-14.1833889,-67.9228611
-14.2465278,-68.5857222
41.55,41.8
-12.83333,-69.28333
3.63333,-53.2
4.583333333,-53.35
4.81666,-76.43333
-22.4,-57.41666
11.6,-83.85
-4.08333,-79
-13.166667,-53.45
-14.13333,-39
20.35,48.3
19.28306,-104.87306
9.355830193,-79.72689819
45.9452779731,-66.6666670376
10.3833333,-72.9833333
-13.73611,49.39083
16.7880555,-90.1147222
6.31666,-75.7
-3.46666,-72.83333
-7.865667,-37.117917
17.66,-96.3
-12.11666,-73
-12.4847,-69.2148
-9.8297223,-76.0511111
-24.608333,-47.8825
-47.0666667,-1.7666667
-14.7601583,-68.7264222
-22.85,-49.666667
-12.816667,-51.766667
12.16666,-84.3
-13.6667,-68.2
-9.6261111111,-37.3783333333
12.4,-85.55
-3.33333,-72.91666
18.2985,104.27967
-14.666667,-52.35
2.4014756,16.4659089
12.9388055,-85.4082778
-14.36666,-68.48333
-26.05,-58.31666
50.468,-95.188
-25.173972,-49.968222
3.5,15.1
18.316667,-100.65
-14.945833,-47.021944
20.59,-97.4683333333333
7.6771336,-8.387412
-6.48333,-76.4
5.81666,-61.18333
-1.0953,29.7177333
-21.121475,-47.764308
5.88333,-74.65
47.83333,7.95
-14.46527,-68.54305
16.08111,-89.35083
-22.5069445,-44.7875
-25.9,-57.15
7.48333,-72.08333
6.16666,-75.41666
-5.26333,-78.66222
-5.12666,-79.03527
19.85,-102.916666666667
-17.8814,-51.7144
-7,-78.25
-14.7591363,-68.9634106
0.7,-63.366667
50,-127
-15.734167,-47.738056
17.25,-96
-7.75978012899998,36.8707778880001
-8.66666,-75
16.7,-94.11666
-16.12777,-61.96944
-14.7441111,-68.9415833
-14.4975,-68.24916
-4.18333,-78.91666
44.87167,-65.21249
34.81,-79.81
-25.2,-57.11666
9.1672223,-79.4163889
-19.53527,23.78333
-23.68056,-54.56083
-17.8,-63.16666
-6.7103888889,-35.1953611111
-14.7810556,-68.6277778
-23.26028,-47.29
-20.01694,-63.56611
-17.28111,49.41222
11.9666667,-86.1333333
-4.86861,35.31277
-14.1735556,-67.9196389
